Img,Pro
"('117029.jpg',)",0.55810546875
"('132472.jpg',)",0.7138671875
"('046881.jpg',)",0.814453125
"('172450.jpg',)",0.65478515625
"('188247.jpg',)",0.623046875
"('073581.jpg',)",0.50537109375
"('173351.jpg',)",0.54443359375
"('088963.jpg',)",0.59814453125
"('183858.jpg',)",0.66064453125
"('182526.jpg',)",0.544921875
"('116294.jpg',)",0.50439453125
"('170271.jpg',)",0.64599609375
"('072306.jpg',)",0.6171875
"('139501.jpg',)",0.6630859375
"('008114.jpg',)",0.625
"('009018.jpg',)",0.56103515625
"('075923.jpg',)",0.8623046875
"('155810.jpg',)",0.83154296875
"('121553.jpg',)",0.53955078125
"('162826.jpg',)",0.64599609375
"('126358.jpg',)",0.58740234375
"('029451.jpg',)",0.8486328125
"('042871.jpg',)",0.71044921875
"('156292.jpg',)",0.52880859375
"('147259.jpg',)",0.564453125
"('049172.jpg',)",0.775390625
"('193273.jpg',)",0.5556640625
"('184834.jpg',)",0.61083984375
"('002218.jpg',)",0.61767578125
"('064939.jpg',)",0.70947265625
"('186393.jpg',)",0.6240234375
"('123460.jpg',)",0.5166015625
"('102642.jpg',)",0.89404296875
"('146794.jpg',)",0.5029296875
"('145288.jpg',)",0.673828125
"('111970.jpg',)",0.52294921875
"('134117.jpg',)",0.5693359375
"('055036.jpg',)",0.54150390625
"('038076.jpg',)",0.55322265625
"('069923.jpg',)",0.78125
"('175829.jpg',)",0.580078125
"('102036.jpg',)",0.6728515625
"('001892.jpg',)",0.60595703125
"('008845.jpg',)",0.56787109375
"('140330.jpg',)",0.66650390625
"('135994.jpg',)",0.6728515625
"('173724.jpg',)",0.61083984375
"('183185.jpg',)",0.72412109375
"('175465.jpg',)",0.54736328125
"('124278.jpg',)",0.56689453125
"('112460.jpg',)",0.546875
"('112526.jpg',)",0.5654296875
"('149879.jpg',)",0.51416015625
"('128783.jpg',)",0.497802734375
"('102463.jpg',)",0.5595703125
"('089888.jpg',)",0.580078125
"('007379.jpg',)",0.58203125
"('043680.jpg',)",0.5517578125
"('186260.jpg',)",0.68603515625
"('069081.jpg',)",0.623046875
"('045812.jpg',)",0.67626953125
"('053499.jpg',)",0.58642578125
"('189012.jpg',)",0.53759765625
"('015645.jpg',)",0.5927734375
"('142389.jpg',)",0.6123046875
"('189539.jpg',)",0.50830078125
"('048131.jpg',)",0.5927734375
"('161106.jpg',)",0.61669921875
"('171961.jpg',)",0.55419921875
"('077907.jpg',)",0.53466796875
"('201618.jpg',)",0.55224609375
"('009997.jpg',)",0.5869140625
"('148794.jpg',)",0.497314453125
"('012030.jpg',)",0.61328125
"('063858.jpg',)",0.7802734375
"('096864.jpg',)",0.53173828125
"('155220.jpg',)",0.6171875
"('109126.jpg',)",0.54736328125
"('097303.jpg',)",0.5244140625
"('134205.jpg',)",0.783203125
"('074078.jpg',)",0.63232421875
"('201453.jpg',)",0.61962890625
"('003316.jpg',)",0.56591796875
"('117763.jpg',)",0.57763671875
"('084739.jpg',)",0.513671875
"('151916.jpg',)",0.50439453125
"('151221.jpg',)",0.5078125
"('186876.jpg',)",0.6884765625
"('090767.jpg',)",0.49658203125
"('090674.jpg',)",0.6962890625
"('065856.jpg',)",0.5078125
"('176273.jpg',)",0.6015625
"('099916.jpg',)",0.6494140625
"('148380.jpg',)",0.5478515625
"('081841.jpg',)",0.595703125
"('033577.jpg',)",0.66015625
"('051029.jpg',)",0.58740234375
"('184629.jpg',)",0.50830078125
"('017283.jpg',)",0.859375
"('119282.jpg',)",0.5205078125
"('054196.jpg',)",0.59423828125
"('170924.jpg',)",0.56884765625
"('163839.jpg',)",0.86767578125
"('002352.jpg',)",0.48828125
"('065396.jpg',)",0.54443359375
"('197896.jpg',)",0.6591796875
"('017352.jpg',)",0.689453125
"('178104.jpg',)",0.5927734375
"('180926.jpg',)",0.63818359375
"('139073.jpg',)",0.82080078125
"('073302.jpg',)",0.54931640625
"('117267.jpg',)",0.62890625
"('176370.jpg',)",0.59619140625
"('008142.jpg',)",0.5517578125
"('199988.jpg',)",0.5517578125
"('052411.jpg',)",0.492431640625
"('048954.jpg',)",0.580078125
"('073597.jpg',)",0.5947265625
"('010035.jpg',)",0.495361328125
"('163445.jpg',)",0.53076171875
"('069633.jpg',)",0.61376953125
"('171108.jpg',)",0.68798828125
"('122152.jpg',)",0.57958984375
"('117047.jpg',)",0.65869140625
"('105157.jpg',)",0.5234375
"('047757.jpg',)",0.5634765625
"('047165.jpg',)",0.53564453125
"('131389.jpg',)",0.51123046875
"('071140.jpg',)",0.59521484375
"('058221.jpg',)",0.73486328125
"('039552.jpg',)",0.5869140625
"('020099.jpg',)",0.5595703125
"('058837.jpg',)",0.53564453125
"('126955.jpg',)",0.513671875
"('103576.jpg',)",0.53369140625
"('043558.jpg',)",0.82763671875
"('016594.jpg',)",0.6064453125
"('127054.jpg',)",0.5537109375
"('016746.jpg',)",0.497802734375
"('163717.jpg',)",0.52392578125
"('018881.jpg',)",0.56494140625
"('198023.jpg',)",0.62255859375
"('117772.jpg',)",0.61181640625
"('002095.jpg',)",0.5146484375
"('173115.jpg',)",0.54443359375
"('040232.jpg',)",0.5478515625
"('018343.jpg',)",0.51318359375
"('085571.jpg',)",0.6357421875
"('097332.jpg',)",0.71240234375
"('026657.jpg',)",0.62939453125
"('105109.jpg',)",0.58642578125
"('194423.jpg',)",0.54248046875
"('189833.jpg',)",0.58984375
"('089224.jpg',)",0.54833984375
"('202216.jpg',)",0.68896484375
"('157534.jpg',)",0.5166015625
"('030243.jpg',)",0.55908203125
"('047944.jpg',)",0.71142578125
"('170130.jpg',)",0.623046875
"('174261.jpg',)",0.50390625
"('143669.jpg',)",0.5029296875
"('113043.jpg',)",0.63671875
"('175203.jpg',)",0.5732421875
"('188655.jpg',)",0.56591796875
"('091475.jpg',)",0.564453125
"('038281.jpg',)",0.634765625
"('072882.jpg',)",0.5234375
"('152238.jpg',)",0.68115234375
"('181033.jpg',)",0.6728515625
"('053729.jpg',)",0.53271484375
"('067700.jpg',)",0.62939453125
"('166244.jpg',)",0.63916015625
"('199697.jpg',)",0.74462890625
"('166860.jpg',)",0.671875
"('148793.jpg',)",0.56982421875
"('109414.jpg',)",0.56884765625
"('174102.jpg',)",0.71875
"('202576.jpg',)",0.82763671875
"('028518.jpg',)",0.685546875
"('189305.jpg',)",0.54931640625
"('076269.jpg',)",0.6875
"('146166.jpg',)",0.63671875
"('106891.jpg',)",0.6396484375
"('052998.jpg',)",0.66015625
"('066904.jpg',)",0.50634765625
"('076128.jpg',)",0.498291015625
"('025703.jpg',)",0.78857421875
"('137157.jpg',)",0.5966796875
"('184937.jpg',)",0.498779296875
"('188910.jpg',)",0.7333984375
"('175813.jpg',)",0.59521484375
"('075273.jpg',)",0.53076171875
"('159061.jpg',)",0.630859375
"('032308.jpg',)",0.59228515625
"('058207.jpg',)",0.6083984375
"('150515.jpg',)",0.71826171875
"('089664.jpg',)",0.70361328125
"('008403.jpg',)",0.568359375
"('051043.jpg',)",0.6845703125
"('182031.jpg',)",0.77294921875
"('087523.jpg',)",0.6298828125
"('158982.jpg',)",0.5
"('142473.jpg',)",0.6875
"('067912.jpg',)",0.6845703125
"('053439.jpg',)",0.72900390625
"('146484.jpg',)",0.5625
"('155443.jpg',)",0.58740234375
"('114552.jpg',)",0.59033203125
"('100297.jpg',)",0.5126953125
"('140024.jpg',)",0.5283203125
"('185970.jpg',)",0.54638671875
"('044222.jpg',)",0.59326171875
"('094357.jpg',)",0.634765625
"('043259.jpg',)",0.53369140625
"('060592.jpg',)",0.65625
"('022592.jpg',)",0.6376953125
"('155140.jpg',)",0.56201171875
"('031985.jpg',)",0.5419921875
"('166708.jpg',)",0.72021484375
"('090404.jpg',)",0.80810546875
"('200671.jpg',)",0.6337890625
"('004152.jpg',)",0.5439453125
"('199638.jpg',)",0.615234375
"('199635.jpg',)",0.546875
"('077689.jpg',)",0.5537109375
"('180313.jpg',)",0.5927734375
"('122312.jpg',)",0.52783203125
"('039223.jpg',)",0.873046875
"('029503.jpg',)",0.69140625
"('079262.jpg',)",0.498291015625
"('009552.jpg',)",0.5537109375
"('067263.jpg',)",0.5556640625
"('003866.jpg',)",0.70263671875
